route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
27-0,HA14H101-04-ROSE,7254631-HA14H101-04-ROSE,"La Herdrie",0,960412,274155
27-0,HA14H101-04-ROSE,7254632-HA14H101-04-ROSE,"La Herdrie",0,960414,274155
27-0,HA14H101-04-ROSE,7254633-HA14H101-04-ROSE,"Pirmil",1,960414,274158
27-0,HA14H101-04-ROSE,7254634-HA14H101-04-ROSE,"Pirmil",1,960412,274158
27-0,HA14H101-04-ROSE,7254635-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254636-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254637-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254638-HA14H101-04-ROSE,"La Herdrie",0,960412,274155
27-0,HA14H101-04-ROSE,7254639-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254640-HA14H101-04-ROSE,"La Herdrie",0,960411,274155
27-0,HA14H101-04-ROSE,7254641-HA14H101-04-ROSE,"Pirmil",1,960411,274158
27-0,HA14H101-04-ROSE,7254642-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254643-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254644-HA14H101-04-ROSE,"Pirmil",1,960411,274158
27-0,HA14H101-04-ROSE,7254645-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254646-HA14H101-04-ROSE,"Pirmil",1,960412,274158
27-0,HA14H101-04-ROSE,7254647-HA14H101-04-ROSE,"Pirmil",1,960414,274158
27-0,HA14H101-04-ROSE,7254648-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254649-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254650-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254651-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254652-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254653-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254654-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254655-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254656-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254657-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254658-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254659-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254660-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254661-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254662-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254663-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254664-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254665-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254666-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254667-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254668-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254669-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254670-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254671-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254672-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254673-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254674-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254675-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254676-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254677-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254678-HA14H101-04-ROSE,"Pirmil",1,960410,274158
27-0,HA14H101-04-ROSE,7254679-HA14H101-04-ROSE,"La Herdrie",0,960410,274155
27-0,HA14H101-04-ROSE,7254680-HA14H101-04-ROSE,"Pirmil",1,960414,274158
27-0,HA14H101-04-ROSE,7254681-HA14H101-04-ROSE,"La Herdrie",0,960410,274155
27-0,HA14H101-04-ROSE,7254682-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254683-HA14H101-04-ROSE,"Pirmil",1,960414,274158
27-0,HA14H101-04-ROSE,7254684-HA14H101-04-ROSE,"La Herdrie",0,960413,274155
27-0,HA14H101-04-ROSE,7254685-HA14H101-04-ROSE,"La Herdrie",0,960409,274155
27-0,HA14H101-04-ROSE,7254686-HA14H101-04-ROSE,"La Herdrie",0,960414,274155
27-0,HA14H101-04-ROSE,7254687-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254688-HA14H101-04-ROSE,"La Herdrie",0,960410,274155
27-0,HA14H101-04-ROSE,7254689-HA14H101-04-ROSE,"Pirmil",1,960410,274158
27-0,HA14H101-04-ROSE,7254690-HA14H101-04-ROSE,"Pirmil",1,960410,274158
27-0,HA14H101-04-ROSE,7254691-HA14H101-04-ROSE,"La Herdrie",0,960410,274155
27-0,HA14H101-04-ROSE,7254692-HA14H101-04-ROSE,"La Herdrie",0,960411,274155
27-0,HA14H101-04-ROSE,7254693-HA14H101-04-ROSE,"Pirmil",1,960413,274158
27-0,HA14H101-04-ROSE,7254694-HA14H101-04-ROSE,"La Herdrie",0,960414,274155
27-0,HA14H101-04-ROSE,7254695-HA14H101-04-ROSE,"La Herdrie",0,960414,274155
27-0,HA14H101-04-ROSE,7254704-HA14H101-04-ROSE,"Pirmil",1,960409,274158
27-0,HA14H101-04-ROSE,7254713-HA14H101-04-ROSE,"La Herdrie",0,960410,274157
27-0,HA14H101-04-ROSE,7254714-HA14H101-04-ROSE,"La Herdrie",0,960410,274156
27-0,HA14H101-04-ROSE,7254716-HA14H101-04-ROSE,"Pirmil",1,960410,274160
27-0,HA14H101-04-ROSE,7254717-HA14H101-04-ROSE,"Pirmil",1,960410,274160
27-0,HA14H101-04-ROSE,7254718-HA14H101-04-ROSE,"Pirmil",1,960410,274158
27-0,HA14H101-04-ROSE,7254719-HA14H101-04-ROSE,"La Herdrie",0,960410,274156
27-0,HA14H101-04-ROSE,7254720-HA14H101-04-ROSE,"La Herdrie",0,960410,274156
27-0,HA14H101-04-ROSE,7254721-HA14H101-04-ROSE,"Pirmil",1,960410,274159
27-0,HA14H101-04-ROSE,7254722-HA14H101-04-ROSE,"Pirmil",1,960410,274159
27-0,HA14H101-04-ROSE,7254723-HA14H101-04-ROSE,"La Herdrie",0,960410,274157
59-0,HA14H101-04-ROSE,7254764-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960430,593459
59-0,HA14H101-04-ROSE,7254765-HA14H101-04-ROSE,"Bout des Landes",1,960429,593460
59-0,HA14H101-04-ROSE,7254766-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254767-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960430,593459
59-0,HA14H101-04-ROSE,7254768-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254769-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254770-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254771-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960430,593459
59-0,HA14H101-04-ROSE,7254772-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960430,593459
59-0,HA14H101-04-ROSE,7254773-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960429,593459
59-0,HA14H101-04-ROSE,7254774-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254775-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960424,593459
59-0,HA14H101-04-ROSE,7254776-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254777-HA14H101-04-ROSE,"Bout des Landes",1,960429,593460
59-0,HA14H101-04-ROSE,7254778-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254779-HA14H101-04-ROSE,"Bout des Landes",1,960429,593460
59-0,HA14H101-04-ROSE,7254780-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960424,593459
59-0,HA14H101-04-ROSE,7254781-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254782-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254783-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254784-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254785-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254786-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254787-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254788-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254789-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254790-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254791-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254792-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254793-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254794-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254795-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254796-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254797-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960429,593459
59-0,HA14H101-04-ROSE,7254798-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254799-HA14H101-04-ROSE,"Bout des Landes",1,960424,593460
59-0,HA14H101-04-ROSE,7254800-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254801-HA14H101-04-ROSE,"Bout des Landes",1,960424,593460
59-0,HA14H101-04-ROSE,7254802-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254803-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960429,593459
59-0,HA14H101-04-ROSE,7254804-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254805-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254806-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254807-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960430,593459
59-0,HA14H101-04-ROSE,7254808-HA14H101-04-ROSE,"Bout des Landes",1,960430,593460
59-0,HA14H101-04-ROSE,7254809-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254810-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254811-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254812-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254813-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254814-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254815-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254816-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
59-0,HA14H101-04-ROSE,7254817-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960428,593459
59-0,HA14H101-04-ROSE,7254818-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254819-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254820-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960429,593459
59-0,HA14H101-04-ROSE,7254821-HA14H101-04-ROSE,"Bout des Landes",1,960429,593460
59-0,HA14H101-04-ROSE,7254822-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254823-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254824-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254825-HA14H101-04-ROSE,"Bout des Landes",1,960428,593460
59-0,HA14H101-04-ROSE,7254826-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254827-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254828-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254829-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254830-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254831-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960425,593459
59-0,HA14H101-04-ROSE,7254832-HA14H101-04-ROSE,"Bout des Landes",1,960425,593460
59-0,HA14H101-04-ROSE,7254833-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960429,593459
59-0,HA14H101-04-ROSE,7254834-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960428,593459
59-0,HA14H101-04-ROSE,7254835-HA14H101-04-ROSE,"Bout des Landes",1,960426,593460
59-0,HA14H101-04-ROSE,7254836-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960427,593459
59-0,HA14H101-04-ROSE,7254837-HA14H101-04-ROSE,"Bout des Landes",1,960427,593460
59-0,HA14H101-04-ROSE,7254838-HA14H101-04-ROSE,"Bout des Landes",1,960429,593460
59-0,HA14H101-04-ROSE,7254839-HA14H101-04-ROSE,"Mendès France - Bellevue",0,960426,593459
86-0,HA14H101-04-ROSE,7254885-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863393
86-0,HA14H101-04-ROSE,7254886-HA14H101-04-ROSE,"Bout des Pavés",1,960452,863392
86-0,HA14H101-04-ROSE,7254887-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254888-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254889-HA14H101-04-ROSE,"Bout des Pavés",1,960454,863393
86-0,HA14H101-04-ROSE,7254890-HA14H101-04-ROSE,"Bout des Pavés",1,960453,863392
86-0,HA14H101-04-ROSE,7254891-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254892-HA14H101-04-ROSE,"Bout des Pavés",1,960451,863392
86-0,HA14H101-04-ROSE,7254893-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863393
86-0,HA14H101-04-ROSE,7254894-HA14H101-04-ROSE,"Bout des Pavés",1,960452,863392
86-0,HA14H101-04-ROSE,7254895-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254896-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254897-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254898-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254899-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254900-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254901-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254902-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254903-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254904-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254905-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254906-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254907-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254908-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254909-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254910-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254911-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254912-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254913-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254914-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254915-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863392
86-0,HA14H101-04-ROSE,7254916-HA14H101-04-ROSE,"Bout des Pavés",1,960455,863393
86-0,HA14H101-04-ROSE,7254917-HA14H101-04-ROSE,"Bout des Pavés",1,960458,863392
86-0,HA14H101-04-ROSE,7254918-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863393
86-0,HA14H101-04-ROSE,7254919-HA14H101-04-ROSE,"Bout des Pavés",1,960456,863392
86-0,HA14H101-04-ROSE,7254920-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254921-HA14H101-04-ROSE,"Bout des Pavés",1,960455,863392
86-0,HA14H101-04-ROSE,7254922-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863393
86-0,HA14H101-04-ROSE,7254923-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254924-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863393
86-0,HA14H101-04-ROSE,7254925-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863392
86-0,HA14H101-04-ROSE,7254926-HA14H101-04-ROSE,"Bout des Pavés",1,960456,863393
86-0,HA14H101-04-ROSE,7254927-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863390
86-0,HA14H101-04-ROSE,7254928-HA14H101-04-ROSE,"Perrières / Coutancière",0,960452,863389
86-0,HA14H101-04-ROSE,7254929-HA14H101-04-ROSE,"Perrières / Coutancière",0,960454,863390
86-0,HA14H101-04-ROSE,7254930-HA14H101-04-ROSE,"Perrières / Coutancière",0,960453,863389
86-0,HA14H101-04-ROSE,7254931-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254932-HA14H101-04-ROSE,"Perrières / Coutancière",0,960451,863389
86-0,HA14H101-04-ROSE,7254933-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863390
86-0,HA14H101-04-ROSE,7254934-HA14H101-04-ROSE,"Perrières / Coutancière",0,960452,863389
86-0,HA14H101-04-ROSE,7254935-HA14H101-04-ROSE,"Bout des Pavés",1,960452,863393
86-0,HA14H101-04-ROSE,7254936-HA14H101-04-ROSE,"Bout des Pavés",1,960454,863392
86-0,HA14H101-04-ROSE,7254937-HA14H101-04-ROSE,"Bout des Pavés",1,960453,863393
86-0,HA14H101-04-ROSE,7254938-HA14H101-04-ROSE,"Bout des Pavés",1,960451,863392
86-0,HA14H101-04-ROSE,7254939-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7254940-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254941-HA14H101-04-ROSE,"Bout des Pavés",1,960460,863393
86-0,HA14H101-04-ROSE,7254942-HA14H101-04-ROSE,"Bout des Pavés",1,960456,863392
86-0,HA14H101-04-ROSE,7254943-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863393
86-0,HA14H101-04-ROSE,7254944-HA14H101-04-ROSE,"Bout des Pavés",1,960450,863392
86-0,HA14H101-04-ROSE,7254945-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254946-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254947-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254948-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254949-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254950-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254951-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254952-HA14H101-04-ROSE,"Perrières / Coutancière",0,960454,863390
86-0,HA14H101-04-ROSE,7254953-HA14H101-04-ROSE,"Perrières / Coutancière",0,960453,863389
86-0,HA14H101-04-ROSE,7254954-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254955-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254956-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254957-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254958-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254959-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254960-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254961-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254962-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254963-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254964-HA14H101-04-ROSE,"Perrières / Coutancière",0,960455,863390
86-0,HA14H101-04-ROSE,7254965-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863389
86-0,HA14H101-04-ROSE,7254966-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863390
86-0,HA14H101-04-ROSE,7254967-HA14H101-04-ROSE,"Perrières / Coutancière",0,960458,863389
86-0,HA14H101-04-ROSE,7254968-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254969-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863389
86-0,HA14H101-04-ROSE,7254970-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863390
86-0,HA14H101-04-ROSE,7254971-HA14H101-04-ROSE,"Perrières / Coutancière",0,960455,863389
86-0,HA14H101-04-ROSE,7254972-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254973-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254974-HA14H101-04-ROSE,"Perrières / Coutancière",0,960458,863390
86-0,HA14H101-04-ROSE,7254975-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863389
86-0,HA14H101-04-ROSE,7254976-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863390
86-0,HA14H101-04-ROSE,7254977-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254978-HA14H101-04-ROSE,"Perrières / Coutancière",0,960455,863390
86-0,HA14H101-04-ROSE,7254979-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863389
86-0,HA14H101-04-ROSE,7254980-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863390
86-0,HA14H101-04-ROSE,7254981-HA14H101-04-ROSE,"Perrières / Coutancière",0,960458,863389
86-0,HA14H101-04-ROSE,7254982-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254983-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254984-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863389
86-0,HA14H101-04-ROSE,7254985-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254986-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254987-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254988-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254989-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254990-HA14H101-04-ROSE,"Perrières / Coutancière",0,960457,863389
86-0,HA14H101-04-ROSE,7254991-HA14H101-04-ROSE,"Perrières / Coutancière",0,960450,863390
86-0,HA14H101-04-ROSE,7254992-HA14H101-04-ROSE,"Perrières / Coutancière",0,960459,863389
86-0,HA14H101-04-ROSE,7254993-HA14H101-04-ROSE,"Perrières / Coutancière",0,960460,863390
86-0,HA14H101-04-ROSE,7254994-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863389
86-0,HA14H101-04-ROSE,7254995-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254996-HA14H101-04-ROSE,"Bout des Pavés",1,960457,863392
86-0,HA14H101-04-ROSE,7254997-HA14H101-04-ROSE,"Bout des Pavés",1,960458,863393
86-0,HA14H101-04-ROSE,7254998-HA14H101-04-ROSE,"Bout des Pavés",1,960459,863392
86-0,HA14H101-04-ROSE,7255016-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863391
86-0,HA14H101-04-ROSE,7255017-HA14H101-04-ROSE,"Perrières / Coutancière",0,960456,863391
